   0.0000000e+00   8.7954050e-04   4.6545103e-04   3.8060707e-08
   1.0000000e+00   2.0997133e+00  -3.3836336e-04   5.9563095e-07
   2.0000000e+00   2.0999699e+00   1.5352372e-04  -8.6441697e-07
   3.0000000e+00   2.1003226e+00   3.4115194e-04   1.7497199e-06
   4.0000000e+00   3.1509771e+00   6.7465316e-04   1.0889854e-06
   5.0000000e+00   3.1497821e+00   7.6030939e-04  -9.3657240e-07
   6.0000000e+00   3.1496102e+00   1.5165012e-03   3.2366731e-07
   7.0000000e+00   5.2499848e+00   2.5317036e-04   7.4009419e-08
   8.0000000e+00   5.2494220e+00  -3.6220026e-05   5.3431945e-07
   9.0000000e+00   5.2502642e+00  -4.1515794e-04  -4.8649233e-07
   1.0000000e+01   1.8997325e-04   2.8253294e-04  -1.6737770e-06
   1.1000000e+01   3.5213443e-04   8.6162054e-04  -1.5877266e-06
   1.2000000e+01   4.2551612e-04   7.8746057e-04   3.8534771e-07
   1.3000000e+01   4.8562570e-04   5.9984717e-05  -1.8018903e-07
   1.4000000e+01  -2.0788617e-04   2.0139758e-04  -5.4761798e-07
   1.5000000e+01  -1.3213110e-05   8.2890040e-04  -1.1205736e-07
   1.6000000e+01   5.0197392e-04   4.0012288e-04  -1.0098873e-06
   1.7000000e+01  -5.0594329e-04  -3.2350260e-04   2.8094102e-07
   1.8000000e+01   1.2951679e-04   5.5380116e-04  -3.7494748e-07
   1.9000000e+01  -2.7892117e-04   2.8853263e-04   1.1060479e-06
   2.0000000e+01   3.5616753e-04   1.7561786e-04  -4.1593316e-07
   2.1000000e+01   7.5724885e-04   6.1572286e-04  -4.2465146e-07
   2.2000000e+01  -2.8855754e-04  -1.1542015e-04   3.3832669e-07
   2.3000000e+01  -1.8703551e-04   9.5219557e-05  -1.1743518e-07
   2.4000000e+01  -1.3911009e-05   2.0902436e-07  -2.2131248e-07
   2.5000000e+01   2.9663619e-05  -2.8690603e-04   7.4158925e-07
   2.6000000e+01  -1.1781955e-04   6.6401572e-04  -3.3840737e-07
   2.7000000e+01   1.2684686e-04   7.6822833e-04   2.6608856e-07
   2.8000000e+01   8.9091039e-05  -8.0782259e-05  -5.1221708e-07
   2.9000000e+01   4.0996375e-04   5.8885369e-04   5.3010957e-08
   3.0000000e+01   5.2830770e-05   3.8417483e-04   6.7621445e-07
   3.1000000e+01   8.1335059e-05   8.2725060e-04   3.1415891e-01
   3.2000000e+01   6.0931526e-04   6.3733753e-04   3.1415933e-01
   3.3000000e+01   2.1613341e-04   5.9880416e-04   3.1415747e-01
   3.4000000e+01   2.6349603e-04   2.7765544e-04   3.1415964e-01
   3.5000000e+01  -1.0394388e-04  -3.1407015e-04   3.1415663e-01
   3.6000000e+01   4.6804067e-04   6.8120254e-04  -4.3933036e-07
